Event	ID	Name			Wwise Object Path	Notes
	391505112	Kria_Hurt			\Default Work Unit\Kria\Kria_Hurt	
	593618095	Kria_Death			\Default Work Unit\Kria\Kria_Death	
	999003416	Kria_Movement			\Default Work Unit\Kria\Kria_Movement	
	1259253148	Kria_Parata			\Default Work Unit\Kria\Kria_Parata	
	2152744325	Kria_Health			\Default Work Unit\Kria\Kria_Health	
	2186709097	Kria_Jump_Double			\Default Work Unit\Kria\Kria_Jump_Double	
	2834088607	Kria_Death_Sea			\Default Work Unit\Kria\Kria_Death_Sea	
	3012210879	Kria_Attack			\Default Work Unit\Kria\Kria_Attack	
	3169425489	Kria_Idle			\Default Work Unit\Kria\Kria_Idle	
	3390726173	Kria_Jump_Land			\Default Work Unit\Kria\Kria_Jump_Land	
	3713389253	Weapon_On_Off			\Default Work Unit\Kria\Weapon_On_Off	
	3972774391	Weapon_Hit			\Default Work Unit\Kria\Weapon_Hit	
	4231639840	Kria_Attack_Long			\Default Work Unit\Kria\Kria_Attack_Long	
	4282630791	Kria_Dash			\Default Work Unit\Kria\Kria_Dash	

Switch Group	ID	Name			Wwise Object Path	Notes
	2926367394	Kria_Enemies_Hits			\Default Work Unit\Kria\Kria_Enemies_Hits	
	3824661808	Kria_Movement_Speed			\Default Work Unit\Kria\Kria_Movement_Speed	
	3935455201	Esploratori_Range			\Default Work Unit\Enemies\Esploratori_Range	
	4064446173	Surface_Type			\Default Work Unit\General\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	219529847	LiocarpioCharacter_BP	Kria_Enemies_Hits			
	1072062012	MedusaCharacter_BP	Kria_Enemies_Hits			
	3422721884	EsploratoriRangeCharacter_BP	Kria_Enemies_Hits			
	4157101647	EsploratoriMeleeCharacter_BP	Kria_Enemies_Hits			
	712161704	Run	Kria_Movement_Speed			
	2108779966	Walk	Kria_Movement_Speed			
	205441744	Fionda	Esploratori_Range			
	3243874037	Bastone	Esploratori_Range			
	841620460	Concrete	Surface_Type			
	1216965916	Stone	Surface_Type			
	1923566115	Esploratore	Surface_Type			
	2451973012	Coral	Surface_Type			
	2609729838	Medusa	Surface_Type			
	2654748154	Water	Surface_Type			
	4029561118	Granchio	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2152744325	Kria_Health			\Default Work Unit\Kria_Health	
	3824661808	Kria_Movement_Speed			\Default Work Unit\Kria_Movement_Speed	

Effect plug-ins	ID	Name	Type				Notes
	693110628	Digital_500ms_(Custom)	iZotope Trash Delay			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5840082	kria_scossa_medusa_002	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_scossa_medusa\kria_scossa_medusa_002_A1B290F6.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Health\Kria_Enemies_Hits\kria_scossa_medusa\kria_scossa_medusa_002		26854
	11064735	dissolvenza_death_001	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\dissolvenza_death\dissolvenza_death_001_1A8A6114.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\VFX\VFX\dissolvenza_death\dissolvenza_death_001		130345
	12178361	kria_dash_swoosh_002	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_dash_swoosh_002_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Fight\Kria_Dash\Kria_Dash_Foley\kria_dash_swoosh_002		11295
	14471958	kria_voice_death_007	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_voice_death_007_9F59904E.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Health\Kria Voice Death\kria_voice_death_007		151492
	18540156	Kria_Attack_Impact_Weapon_Coral_001	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\Kria_Attack_Impact_Weapon_Coral_001_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Fight\Weapon_Hit_Surface\Weapon_Hit_Coral\Kria_Attack_Impact_Weapon_Coral_001		11434
	22536588	Kria_Attack_Impact_Weapon_Coral_003	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\Kria_Attack_Impact_Weapon_Coral_003_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Fight\Weapon_Hit_Surface\Weapon_Hit_Coral\Kria_Attack_Impact_Weapon_Coral_003		14561
	23070145	kria_swoosh_magic_004	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_swoosh_magic\kria_swoosh_magic_004_84875D65.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Fight\kria_swoosh_magic\kria_swoosh_magic_004		57740
	23590483	kria_voice_attack_light_006	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_voice_attack_light_006_E8FB15BD.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Fight\Kria_Attack\Kria Voice Attack Short\kria_voice_attack_light_006		12609
	25669551	kria_voice_jump_start_005	C:\Users\anty\Desktop\Prototipo Tesi 6.5\.cache\Windows\SFX\kria_voice_jump_start\kria_voice_jump_start_005_30B3106B.wem		\Actor-Mixer Hierarchy\Default Work Unit\World\Kria\Kria\Movement\kria_voice_jump_start\kria_voice_jump_start_005		3926
